tweet,index
"Secretaria da Saúde distribui 50,4 mil doses de vacina contra covid-19 a partir de terça (29). Grupos prioritários devem receber uma dose anual da vacina monovalente. https://t.co/VdR9NoiuZ5https://t.co/QzPfaUcsO1",106
"Pesquisa aponta falta de vacina em 65,8% dos municípios; governo nega https://t.co/HFvKsnvicT",109
"🚨 Caso você não tenha visto 👇As mulheres grávidas que tomam a ""vacina"" (terapia genética) da Covid têm 4x mais chance de desenvolvimento de DEFORMIDADES NO FETO.A OMS quer que todas as mulheres grávidas tomem a ""vacina"" da Covid. O quê isso te diz?",125
Butantan pede à Anvisa registro de vacina dose única contra a dengue. É o 1º imunizante do tipo no mundo https://t.co/yeWYpFovx6 https://t.co/ox2z9CmMKm,126
"A Organização Mundial da Saúde estima que, desde o ano 2000, vacinas contra o sarampo salvem cerca de 5 vidas por segundo. A vacina contra o sarampo, de acordo com a OMS, já salvou mais vidas nos últimos 50 anos que qualquer outro imunizante.Leia: https://t.co/DKGaIlh9BZ https://t.co/1QEEem5BFl",130
"A aplicação da vacina contra a Covid-19 segue nesta quinta-feira (7), em Salvad... https://t.co/o23jk7Kgoc https://t.co/sWcMiwhXcq",131
"@OsmarTerra Em 2021 eu tomei duas doses dessa vacina 💉 AstraZeneca, fiquei quatro meses tomando AAS prevent , por receio de ter trombose. Mas o que me intrigou foi que eu fiz um exame de sorologia para ver o nível que estava a imunidade e deu que a vacina deu 14% de imunidade. 🤔",132
OMS aprova primeira vacina contr Mpox para uso emergencial em crianças https://t.co/578w7eZLJB,134
Quase 250 mil jovens estão com a vacina da dengue incompleta em SPhttps://t.co/4ZBdPQNESj,136
País receberá 9 milhões de doses da vacina contra dengue. O Brasil bateu recorde no número de casos e mortes pela doença neste ano. ➡ Assista à #GloboNews: https://t.co/bFwcwLpLU9 #ConexãoGloboNews https://t.co/HWms8IOxyk,139
Butantan pede para Anvisa registro da primeira vacina dose única contra denguehttps://t.co/c8faHRiVuk,140
"Uma das metas desse ""governo"",  foi acelarar esse processo #charge #cartoon #cpidacovid #vacina #coronavirus #covid19 #pandemia #ForaBolsonaro #impeachmentja #adnaelcharges #terrasindigenas #queimadas #meioambiente https://t.co/eVVnIpg08h",144
"@pureinelegancy Cara, o Bolsonaro fez campanha contra a vacina numa das maiores pandemias dos últimos tempos, comprou briga com outros países por pura ideologia, negou desmatamento, falou mal das urnas eletrônicas em reunião com EMBAIXADORES, não admitiu derrota, e incentivou o 8/1/23.",162
"@renatajbarreto 1. Nísia Trindade - incinerou R$ 368 milhões emremédios e insumos do SUS.- caso inédito de HIV em transplante no país.- disse que ""a dengue está em alta por causa do aquecimento global"".- deixou o SUS sem estoque de vacina contra covid-19Das 12,5mi compradas, 4,2mi… https://t.co/TEHItntYde",173
"em 2020 ela já tinha comentado que não queria que a vacina fosse obrigatória, agora seguiu várias páginas de teorias da conspiração, deu like em publicações antivacina, contra a agenda 2030 e que dizia que os furacões eram manobras do governo, e não desastres naturais ???? a mona…",180
"@SigaGazetaBR E qto tempo ele vai dar pro Desgoverno, em qual ele fez parte,  explicar todas as roubalheiras, faltas de vacina da dengue, vacinas da COVID vencidas, um rombo de trilhão, amazônia recorde de incêndios etc etc...??? Verme asqueroso, comunista de toga invejoso",182
Butantan pede registro de vacina contra dengue para Anvisa https://t.co/kkI19OVnuI,184
"@gbbala098 @g1 Irmão, as pessoas estão parando de tomar vacina e ingerindo remédio para parasitas na esperança de matar vírus. O último passo que falta é beber água do mar pra matar bactéria",187
"@fabiosantos2812 Mas é mesmo uai. Amazônia não importa, dengue não importa, vacina não importa, dólar não importa, juros não importa, inflação não importa, nada mais importa. Rouanet comprou a porra toda e o restante é a horda de QIs de saguis. Foda-se mesmo, ninguém liga liga para esta merda…",188
"VACINA CONTRA A PARALISIA INFANTIL PASSA A SER INJETÁVEL EM 2025 https://t.co/mvCXOBrpNn(SEGURANÇA) ... A partir de agora, as crianças de 2 meses, 4 meses e 6 meses recebem exclusivamente a vacina... #ZéGotinha #Saúde #Imunização #Dose #Reforço https://t.co/kfTY0Gt5xt",189
"Folha do Condomínio OnLine @folhacondominioVACINA CONTRA A PARALISIA INFANTIL PASSA A SER INJETÁVEL EM 2025 https://t.co/YKrBsXHLof(SEGURANÇA) ... A partir de agora, as crianças de 2 meses, 4 meses e 6 meses recebem exclusivamente a vacina ... #Saúde #Imunização #Reforço #Dose https://t.co/dC1kce1Sn7",190
"Com casos de febre amarela em macacos em Ribeirão Preto, Saúde envia doses extras de vacina para SPhttps://t.co/u9FwG3US5A",212
"@ReginattoLopes @OpressorBob @hugofreitas_r Complicado, aí depois mostram estudos dizendo que as vacinas tem reações adversas e fica nesse 1-1, o que vai levar sempre é a ideologia de quem tá analisando (não sou contra vacina, inclusive eu as tomei)",225
"Você que não tomou vacina covid e foi tratado como maluco, xingado, ameaçado, demitido, restrito e perseguido, saibia de uma coisa: você acertou. 💉💀Aquilo que sempre falamos é o que está acontecendo: Os que tomaram a 💉 tem o dobro da chance de morrer, não você. Quem diz isso… https://t.co/KHGJYiQdN5",237
"⚠️ Moderna encobriu mortes e ferimentos em testes de vacina contra COVID. Trump responsabilizará a empresa? 💉❓Sigam o 👇🧵As empresas farmacêuticas permaneceram amplamente imunes ao seu papel em perpetrar enganos em escala global, resultando em milhares de ferimentos por… https://t.co/N7tep5AGln",271
"@lucasit @Felippe_Hermes @saulomota Vc não acha que justificar o erro em gestão passada é aceitação? Independente da ideologia,  primeiro nÃ o se  sabe como o outro agiria em uma pandemia , porque agora não está faltando vacina ? Um caos na dengue ? Para não falar em questão de outras areas como desmatamento .",272
Instituto Butantan pede registro de vacina contra dengue à Anvisahttps://t.co/gWJIPvU6jC,278
@daniela_mcas Negacionista climático ! Dava a entrevista e a casa era incendiada ! Devia ser pela vacina da COVID ! Gente maluca,280
@folha Com certeza o governo Lula acha q o brasileiro é retardado mental:- Falta vacina = mudanças climáticas - Inflação = mudanças climáticas - Dólar alto = mudanças climáticas - Mortes dengue =mudanças climáticas,281
"@renatajbarreto Bom, a incompetente não tem solução. Somos 214 milhões de brasileiros e ela vai ter vacina pra 9 milhões apenas. Qual critério será adotado? Que mudanças climáticas são essas? As mudanças climáticas são fascistas? Vieram apenas para atrapalhar esse governo? Ora não somos burros!",282
"@GloboNews Sim, claro, mudanças climáticas… Estão faltando vacinas básicas nos postos. Surto de dengue e de coqueluche, que tem vacina segura e eficaz. Mas a culpa é do clima… https://t.co/Yr2oDrl4Fv",283
"@oultimosensato1 @MauMeirelles Vc só prova ponto do Mauricio, queimadas igual tanto Lula quanto Bozo, ambos recusaram vacina um da dengue outro da covid, ambos têm falas absurdas um disse que pintou clima, outro agradeceu a escravidão e ainda disse que conrinthiano pode bater na esposa, vc só vê o que quer.",291
"@jbielnogueira @Analise2023 Moeda que mais valorizou este ano,bolsa valorizando muito e I cara que não comeu picanha, não teve vacina pra dengue, fechou os olhos pro sigiloso cartão, teve recorde histórico de queimadas a Amazônia, dívida interna de 1 trilhão está rindo,depois gado sou eu 😂 https://t.co/rHxciYYVaY",292
💣 BOMBA: Documentos internos da Pfizer 📄 expuseram e revelam que pelo menos 16% dos “eventos adversos” da vacina de mRNA 💉 são DISTÚRBIOS REPRODUTIVOS ⚠️🧬Sigam o 🧶👇Pelo menos 62% dos eventos adversos após a vacina de mRNA contra a COVID da Pfizer são relatados em… https://t.co/S8qkDJm1cd,303
"Ministério da Saúde anuncia compra de 9,5 mi de doses de vacina contra dengue para 2025https://t.co/oD4Ai6jq9E",305
"Com Ministra em Contagem, Marília negocia R$ 7 mi para a saúde e vacina contra a dengueExpectativa é abrir 30 novos leitos de enfermaria; dengue é prioridade após epidemia https://t.co/m95cAenPAp",309
"@Cha1Nobre @MagnoMalta Oiii!Ele estava certo em não se precipitar. Se acautelou sobre as consequencias da inoculação na população,de um produto improvisado e ainda sem os estudos de segurança adequados. Disponibilizou para quem optasse.Não agisse assim,estariam agora,o acusando dos efeitos da vacina.🤡",332
"@depheliolopes @jai A grande maioria de brasileiros tomou vacina contra COVID.Ninguém morreu por isso, mas seu brother golpista deixou 750000 brasileiros morrerem na pandemia. Bolçaloide e seus apoiadores golpistas.",335
Vacina contra gripe é ampliada para todos os públicos em Itapetininga https://t.co/nPDieNo4cn #g1 #Itapetininga #gripe,349
Butantan aguarda liberação para fabricar vacina da dengue. Ao menos 17 cidades de SP decretam emergência pela doença. Saiba mais com @isaleitejor.➡ Assista ao #Estúdioi: https://t.co/bFwcwLpLU9 #GloboNews https://t.co/8GgDQCSZMO,350
Vacina antimeningocócica ACWY disponível para profissionais de saúde no Rio. Aproveite as 11 mil doses antes do vencimento. #Saúde #Vacinação #RioDeJaneiro #MeiaHora https://t.co/PVzAC0MKhQ,364
"➡️Dengue: Em 2024, Rio de Janeiro teve a pior epidemia dos últimos 10 anosCom um aumento de 383% em relação a 2023, segundo a prefeitura, a cidade faz levantamento de focos do mosquito e reforça a segunda dose da vacina #sbtnews https://t.co/h7xVPPeqfi https://t.co/q0INSaAokb",366
"Pesquisa aponta falta de vacina em 65,8% dos municípios; governo nega. Imunizantes seriam contra catapora e covid-19https://t.co/Pv3bp0NsH6 https://t.co/CVXQH98gkL",370
"Vacina da dengue: em análise pela Anvisa, imunizante do Butantan pode ter 1 milhão de doses prontas ainda este ano https://t.co/Le0pbkve9S",373
Australian Open: Djokovic diz que ainda sente 'trauma' de deportação por não tomar vacina de Covid-19 https://t.co/TuOHvD0X9r,374
"@reportersalles Uma pergunta que deveríamos fazer é essas pessoas que cada vez mais cedo tem infartos fulminantes, quantas delas receberam a picadinha do amor. Esse é um estudo que gostaria de ver, afinal documentos da AstraZeneca dizem que em casos raros  pode acontecer  e encerrou a vacina.",383
"@RenzoGracieBJJ Qdo eu estava grávida o assunto era a gripe HN1, daí surgiu a vacina, insistiam muito para eu tomar, nas consultas me perguntavam se já tinha tomado. Não tomei, talvez meu bebê nasceria com alguma síndrome adquirida por esta inoculação. Agradeço ao Espírito Santo de Deus 🙏",388
"@Fabio17888 @RenzoGracieBJJ A inoculação de várias vacinas no mesmo dia é proposital: para que não se identifique qual foi a que causou a reação adversa.Trabalho com a Arlene Graf catalogando vítimas de vacinas, e temos vários casos de bebês que morreram no mesmo dia da vacina.",389
População de João Pessoa tem até as 21h para atualizar cartão de vacina https://t.co/a51sTUb3Tj,400
Vacina para covid passa a ser de rotina para gestante e idosoLeia: https://t.co/A57r7zYPSX https://t.co/HT0pBXWUiZ,404
Dengue: saiba quem pode tomar a vacina no SUS e valores no setor privado https://t.co/max5XlVhJ9,406
Takeda planeja estudo para avaliar resposta da vacina contra a dengue em idososhttps://t.co/VA0Oe5AbSm,407
"Aumento real de 18 reais, fiscalização do pix pra colocar pobre no IR, déficit recorde das contas públicas, recorde de queimadas e desmatamento na Amazônia, dólar a 6,40, a presidente esbanja gastando milhões com nosso dinheiro, recusa na compra da vacina do Japão contra a dengue",435
Crianças de 10 a 14 anos devem tomar a segunda dose da vacina contra dengue até 31 de janeiro. #Saúde #Vacinação #Dengue #Prefeitura #MeiaHora https://t.co/QKlOJI8Zox,438
Instituto Butantan pede à Anvisa registro da sua vacina contra a dengue; 1ª do mundo em dose únicahttps://t.co/LXlLKowYkR,441
"@matospereiracom Caro Nuno, não são 1300 reações adversas. Só nos primeiros 3 meses de vacinação, de 12/2020 a 02/2021, foram reportados 42086 eventos adversos da vacina Phizer, 1223 foram fatais. Dados da própria Phiser, que os queria publicar 55 anos depois...https://t.co/e9MXhTiDI1 https://t.co/YpJZzsip1c",449
"“Ninguém deve correr o risco de sofrer um derrame grave com qualquer vacina.”Um grande conjunto de evidências vinculou as vacinas de mRNA contra a Covid a diversas doenças mortais e mortes súbitas.Entre eles, o VAERS  relata  37.647 mortes, 216.757 hospitalizações, 21.741…",461
O ano começa com uma nova explosão de casos de dengue - e falta de vacina https://t.co/UZ6iFZ4AsT https://t.co/G144955RZ5,472
👵🏿 Dona Tereza é exemplo! 💉✅ Nunca tomou a vacina contra a Covid-19? Não perca mais tempo e vá se vacinar! 📌 Tem mais de 60 anos ou faz parte dos grupos especiais? Vá a uma UBS e vacine-se!🔗 Os grupos especiais e os endereços das UBSs você encontra no site da PJF. https://t.co/8eANXfzBCz,491
"Vacina do COVID 💉💉💉💉💉 mais um caso isolado rs. Acabou a carreira, podem se despedir",495
"Meu Deus, o discurso do Trump é o mais lixoso possível. Contra a vacina da covid, contra os gêneros sexuais, colocando os EUA em primeiro lugar. Falando que o golfo do México vai se tornar golfo da América. Que homem danoso pro planeta em plena crise climática.",516
💉 Vacina da dengue: imunizante do Butantan pode ter 1 milhão de doses prontas ainda este ano - https://t.co/RbkXBfxFQ4 https://t.co/OFfUTG3haS,525
Dengue: quem pode tomar a vacina no SUS em 2025? https://t.co/eWRj1OtyKu #g1,526
"🔴 AO VIVO #GiroNordeste!A Diretora do Departamento de Doenças Transmissíveis do Ministério da Saúde, Alda Maria da Cruz, é a convidada.A dengue e a chegada da vacina ao Brasil, são alguns dos temas da entrevistaAssista na TVE e no Youtubehttps://t.co/rdK422sEHv",527
"A Diretora do Departamento de Doenças Transmissíveis do Ministério da Saúde, Alda Maria da Cruz, é a convidada do #GiroNordeste de hoje.A chegada da vacina contra a dengue ao Brasil, as causas e sintomas da dengue são alguns dos temas da entrevista. ▶️ Assista às 19h https://t.co/LvPfGBYWHd",528
Ex-funcionária demitida por recusar vacina contra Covid-19 ganha indenização milionária. 💉💰📰 Acesse o portal de notícias do Fernando Beteti: https://t.co/IpEGhfeY1s https://t.co/URGttC5KQY,539
"🚨🔊🚨🔊🚨 A vacina inteligente que controla as pessoas.A marca da besta 💉💉💉 COVID-19 # do homem via Bluetooth.Estas duas coisas lhe sobrevirão repentinamente num só dia: perda de vida e viuvez; Com todo o seu poder eles virão sobre você, apesar da multidão de suas… https://t.co/bH6oU9dY3U",540
@PedroCerize Parem de chamar a terapia genética contra o covid de vacina. Não é  vacina! Vacina não altera código genético de ninguém! https://t.co/Rim9s5qLS0,545
Os interessados podem ir até a UBS mais próxima de sua residência com o cartão de vacina e o cartão do Sistema Único de Saúde (SUS).Leia mais 🔗 https://t.co/fqTqmNkMmQ,546
Ator de Pantanal causa polêmica sobre obrigatoriedade da vacina contra a Covid; saiba quemhttps://t.co/IpGss8o1DO,548
@arlene_ferrari2 É a secretaria de saúde do município que  precisa assinar termo de responsabilidade sobre a vida e saúde do seu filho com uma vacina que é experimental. E que tem milhares de relatos no mundo inteiro de reações adversas graves e até morte pela vacina.,563
Butantan inicia processo de produção da vacina contra a dengue mesmo sem aprovação da Anvisahttps://t.co/r99OvVfMYO,578
"Vacina da dengue protege contra o sorotipo 3, afirma Instituto Butantan https://t.co/CLRKvGGpRc",584
Prefeitura de São Paulo busca em casa crianças e adolescentes com vacina da dengue em atrasohttps://t.co/lkcdifVl17,589
"Vacina da dengue protege contra o sorotipo 3, afirma Instituto Butantanhttps://t.co/ndM9qGfhr0",590
"@o_nomedovento @mpvcovid19 Entendo mas, n acho que esse perfil de pessoas tenha participado do grupo de pesquisa da vacina, digo, pois se já são negligentes, porque aceitariam participar de um estudo vacinal? Bom, acho que só teríamos a resposta se o estudo tivesse sido duplo cego...",593
"@Vini_Sensei @2026Enquetes @jairbolsonaro Presidente Bolsonaro comprou mais de 600 milhões de doses de vacina contra covid. Brasil em 4° lugar em termos absolutos de países que mais vacinaram. Mas só os militontos tupiniquins, que hoje se calam diante da epidemia de dengue sem vacina suficiente, o acusam de “genocida”.🤡 https://t.co/It6ygGHUYi",596
"@angelma_santos @omachoalpha discordo que a população não tenha procurado a vacina por conta da opinião do ex-presidente. Eu mesmo nao vacinei minha filha contra covid, justamente por entender como as vacinas funcionam e nao ia fazer experiencia nela. Eu e minha esposa tomamos as vacinas da Covid por sermos…",598
A Organização Mundial da Saúde (OMS) aprovou a primeira vacina contra Mpox pra uso emergencial em crianças. Este é o segundo imunizante aprovado pela OMS para controle e prevenção da doença. #RepórterBrasilTarde https://t.co/kI8CYjsjrN,621
Vacina da dengue do Butantan protege contra o sorotipo do vírus em alta https://t.co/3wUOw2CNjn,623
"@DanielDonda aqui tbm, meu sogro precisou muito aqui na época do COVID, ele tomou a vacina e por conta das mudanças climáticas ele teve uma trombose ferrada, e precisou tomar esse medicamento, e graças a Deus o bolso baixou o preço... Governo maldito, Donda, que só taxa e aunenta as coisas.",624
"Butantan inicia produção de vacina contra dengue, mas vacinação em massa não ocorrerá em 2025 devido à falta de escala. #ODia https://t.co/JQ53LIkLme",627
"Mas, surpreendentemente, em vez disso, o menino está recebendo uma vacina. O Dr. Peter McCullough utiliza essa imagem como um símbolo do que ele chama de ‘religião das vacinas",637
"@BlogPequi Vacinação em massa? Ou o plano de redução populacional lucrando com medicação dos efeitos dessa vacina? Vamos a teoria da conspiração,  vão lucrar com medicação paliativa até que a vítima morra.",641
Butantan começa a produzir sua vacina contra dengue; Anvisa ainda não aprovou#PortalR7 #R7 https://t.co/0ViumEH7Aq,656
Vacina contra a dengue: 16 municípios do Centro-Oeste de MG recebem as primeiras doses#g1 #g1centrooestehttps://t.co/MbEjEPQtVm,658
"Com meta de vacinar 300 mil pessoas, Acre recebe mais 250 mil doses de vacina contra a gripe ==&gt; https://t.co/WSsouiKKFY #g1AC",659
@casulo210321 @AmigodeDeus3 @JacyCarvalho Há recomendação de se atualizar essa vacina quando adulto. A Sociedade Brasileira de Imunizações (SBIm) recomenda que adultos recebam uma dose de reforço da vacina dTpa (que inclui proteção contra coqueluche) a cada 10 anos.https://t.co/N5egM1MeQs,672
@isaiasmartinspb @AmigodeDeus3 @JacyCarvalho Há recomendação de se atualizar essa vacina quando adulto. A Sociedade Brasileira de Imunizações (SBIm) recomenda que adultos recebam uma dose de reforço da vacina dTpa (que inclui proteção contra coqueluche) a cada 10 anos.https://t.co/N5egM1MeQs,673
Saúde distribui novas doses da vacina contra a dengue e destaca importância do reforço do esquema vacinal https://t.co/nXKW85xcJJ,675
"Calor, muita chuva. Cenário para a proliferação de mosquitos e os casos de dengue.A estratégia precisa mudar: mais municípios com vacina e ampliação da faixa etária.A cobertura vacinal está ruim. Falta conscientização, sobra vacina. https://t.co/nmgs8wBPc4",692
Butantan começa a produzir sua vacina contra a dengue➡️Expectativa é fabricar 1 milhão de doses em 2025https://t.co/DNmR1XxQ1z,708
Desinteresse dos cidadãos pela vacina contra a dengue preocupa autoridades de saúde https://t.co/DgmjLJoCFD #g1,709
💉Menos de 20% do público-alvo da vacina contra a dengue está imunizadoEspecialistas discutem estratégias de prevenção e combate à doença em debate promovido pelo Correio Braziliense.https://t.co/X6llA45b92,715
"💉 ""O grande impacto da vacina na dengue deve acontecer em 2026"", diz diretor do Instituto Butantan - https://t.co/gagCiXAwbf https://t.co/Yh4FhLVU8h",718
Rio amplia faixa etária para vacina contra denguehttps://t.co/XMwvNgD6RF,720
"#DENGUE Chega a 14 o número de mortos pela dengue no estado de São Paulo; em todo o país, já são 21 óbitos em 2025.As informações são do painel de monitoramento do Ministério da Saúde; há ainda 160 mortes sendo investigadas.Atualmente, há vacina disponível para crianças e…",721
"Notícias em SP: Justiça nega multa à 99, vacina contra dengue e inauguração da estação Varginha https://t.co/Fr9O0V3Dno",722
Dengue: 11 mortes no Brasil e a espera pela vacina do Butantan https://t.co/vFiL32RV47,723
"93 mil doses de vacina contra a dengue foram aplicadas na Bahia, o PROCON fiscaliza clínicas particulares para evitar abusos.Saiba mais no TVE Notícias AO VIVO com Jhonatã Gabriel 💬https://t.co/5CJVaRrETF",741
"as vezes pagar mais barato no 99 sai caro. o motorista me contando que nao tomou nenhuma dose da vacina da covid, falando q aquecimento global eh invenção kkk, isso logo 9h da manha",747
"Deu até vontade de descer pra lá e participar.Uma das aberrações mais absurdas que temos hoje no Brasil é a obrigatoriedade da vacina da COVID-19, principalmente para bebês e crianças.""Vacina"" essa que é uma terapia genética nunca testada para segurança e com diversas…",767
"Outra novidade é que a vacina da Zalika Farmacêutica, chamada de Serum, passou a ser distribuída no Brasil vez neste mês #tribunaonline https://t.co/b9GD207llH",779
"A vacina atualizada, distribuída por alguns países em  setembro/24, tem resistido às variantes atuais. A última dose de reforço que eu tomei foi em maio/23, por incompetência do @minsaude, da @nisia_trindade  e do @LulaOficial . O descaso pela saúde vemos aqui no Brasil. https://t.co/l1anw8mpVe",804
"Eu tomei 2 doses da Astrazeneca,por obrigação,imposição à época da empresa que trabalhava.Não podia perder o emprego pois tenho filhos pequenos,a esposa e meus filhos não deixei tomar vacina nenhuma de COVID 19.",809
Prefeitura do Rio alerta sobre 100 mil doses de vacina contra dengue paradas em estoque e reforça importância da imunização; veja quem pode tomar 👇https://t.co/VcGXSQwues,826
15 milhões de doses de vacinas em junho! O Governo Federal anunciou hoje que conseguiu antecipar para junho a entrega de mais 15 milhões de doses da vacina da Pfizer! https://t.co/UR4RhaWWwh,828
Que tipo de política pública é essa que deixa perder uma fortuna de recursos públicos? Que governo é esse que tem vacina em estoque e não distribui? Imagina se Lula fosse presidente na pandemia. Deus tenha piedade do nosso Brasil sem Ministério da Saúde! https://t.co/bBp01yrhxk,829
Butantan começa a produzir sua vacina contra a dengue https://t.co/siWHnLuOrL https://t.co/2CYHefegfH,830
"#Opinião📝 Paulo Lotufo (@PauloLotufo) | Câncer em mulheres: das redes sociais à realidade da sociedade. Por vezes pouco comentado se comparado ao de mama, câncer de útero acomete as mais pobres, apesar de dispor de vacina no SUS e prevençãohttps://t.co/LlY16cOQZA",842
Ministra da saúde diz que vacina contra a dengue do Butatan terá cronograma divulgado após registro da Anvisa: https://t.co/6AUboSjunM,843
"Butantan inicia produção de vacina contra dengue, mas vacinação em massa não ocorrerá em 2025 devido à falta de escala. #MeiaHora https://t.co/Lv4SMoCq4g",895
Sociedade médica alerta para baixa procura da vacina contra a dengue. Metade das doses distribuídas foi aplicadahttps://t.co/leZKpbtm3Z https://t.co/SKgxZ7Q4eF,897
Vacina contra dengue está disponível aos adolescentes em Várzea Grande https://t.co/90hgKT2zzm,898
"@nisia_trindade @CidaMulheres @minsaude @fiocruz @LIESA_RJ @mindasmulheres Kd a vacina contra Covid, Nísia? Que direito vc tem em negar para a juventude?",907
"Bom dia, pessoal. A partir de hoje a @PMMacapa passa a aplicar a 4ª dose da vacina contra a Covid-19 também em gestantes, puérperas e lactantes imunossuprimidas, segundo determinação do Ministério da Saúde. Bora se vacinar! 💉💪",921
"Bom dia, pessoal. Hoje, em Macapá, começamos a aplicar a 4ª dose da vacina contra Covid-19 em idosos de 80 anos ou mais. É muito importante que nossos idosos tomem mais esse reforço. Vacina no braço 💉💪",922
"Pessoal, quero informar todos que a partir de amanhã estaremos aplicando a 4a dose da vacina contra a Covid-19 em pessoas com 60 anos ou mais. Os pontos de vacinação serão na Floriano Peixoto, Unidade Covid Santa Inês e Faculdade Estácio Seama, das 9h às 15h. Bora se vacinar 💉💪🏻",923
"@schmittpaula O fato é que, sem querer, a gazela do doria salvou a vida e a saúde de milhões pessoas com a sua vacina. Embora inútil para a ""doença do covid"", ela evitou que as  vítimas fossem inoculadas com a astrazenica e pfizer",936
Anvisa cobra dados do Butantan sobre vacina contra dengue https://t.co/vEzMwdbhLY,942
